,exists,name,pp,flags,num,accuracy,basePower,category,priority,drain,secondary,target,type,contestType,desc,shortDesc,id,fullname,effectType,gen,isNonstandard,noCopy,affectsFainted,sourceEffect,critRatio,baseMoveType,secondaries,hasSheerForce,ignoreNegativeOffensive,ignorePositiveDefensive,ignoreOffensive,ignoreDefensive,ignoreImmunity,noPPBoosts,isZ,isMax,pressureTarget,nonGhostTarget,ignoreAbility,spreadHit,forceSTAB,noSketch,maxMove,zMove,kind,condition,volatileStatus,boosts,slotCondition,status,hasCrashDamage,selfdestruct,self,heal,sleepUsable,recoil,struggleRecoil,multihit,stallingMove,breaksProtect,pseudoWeather,sideCondition,noMetronome,forceSwitch,willCrit,realMove,ignoreEvasion,thawsTarget,terrain,selfSwitch,ohko,selfBoost,damage,onTry,weather,mindBlownRecoil,overrideDefensiveStat,stealsBoosts,multiaccuracy,overrideOffensiveStat,smartTarget,onDamagePriority,overrideOffensivePokemon,tracksTarget
91,True,Future Sight,15,{'futuremove': 1},248,90,80,Special,0,,,normal,Psychic,Clever,"Deals typeless damage that cannot be a critical hit two turns after this move is used. Damage is calculated against the target on use, and at the end of the final turn that damage is dealt to the Pokemon at the position the original target had at the time. Fails if this move or Doom Desire is already in effect for the target's position.",Hits two turns after being used.,futuresight,move: Future Sight,Move,2,,False,False,,1,Psychic,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 160},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,True,Growth,40,{'snatch': 1},74,True,0,Status,0,,,self,Normal,Beautiful,Raises the user's Special Attack by 1 stage.,Raises the user's Sp. Atk by 1.,growth,move: Growth,Move,1,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spa': 1}},Move,,,{'spa': 1},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,True,Heal Bell,5,"{'snatch': 1, 'sound': 1}",215,True,0,Status,0,,,allyTeam,Normal,Beautiful,Every Pokemon in the user's party is cured of its non-volatile status condition. Pokemon with the Soundproof Ability are not cured.,Cures the user's party of all status conditions.,healbell,move: Heal Bell,Move,2,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'heal'},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,True,Icicle Spear,30,"{'protect': 1, 'mirror': 1}",333,100,10,Special,0,,,normal,Ice,Beautiful,"Hits two to five times. Has a 3/8 chance to hit two or three times, and a 1/8 chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits.",Hits 2-5 times in one turn.,iciclespear,move: Icicle Spear,Move,3,,False,False,,1,Ice,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 140},Move,,,,,,,,,,,,,"[2, 5]",,,,,,,,,,,,,,,,,,,,,,,,,,
98,True,Imprison,10,{'bypasssub': 1},286,True,0,Status,0,,,self,Psychic,Clever,The user prevents all opposing Pokemon from using any moves that the user also knows as long as the user remains active. Fails if no opposing Pokemon know any of the user's moves.,No foe can use any move known by the user.,imprison,move: Imprison,Move,3,,False,False,,1,Psychic,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spd': 2}},Move,"{'noCopy': True, 'onFoeBeforeMovePriority': 4}",imprison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,True,Ingrain,20,"{'snatch': 1, 'nonsky': 1}",275,True,0,Status,0,,,self,Grass,Clever,"The user has 1/16 of its maximum HP restored at the end of each turn, but it is prevented from switching out and other Pokemon cannot force the user to switch out. The user can still switch out if it uses Baton Pass, and the replacement will remain trapped and still receive the healing effect.",User recovers 1/16 max HP per turn. Traps user.,ingrain,move: Ingrain,Move,3,,False,False,,1,Grass,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spd': 1}},Move,"{'onResidualOrder': 10, 'onResidualSubOrder': 1}",ingrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,True,Knock Off,20,"{'contact': 1, 'protect': 1, 'mirror': 1}",282,100,20,Special,0,,,normal,Dark,Clever,"The target's held item is lost for the rest of the battle, unless it has the Sticky Hold Ability. During the effect, the target cannot gain a new item by any means.",Target's item is lost and it cannot obtain another.,knockoff,move: Knock Off,Move,3,,False,False,,1,Dark,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,True,Leech Seed,10,"{'protect': 1, 'reflectable': 1, 'mirror': 1}",73,90,0,Status,0,,,normal,Grass,Clever,"The Pokemon at the user's position steals 1/8 of the target's maximum HP, rounded down, at the end of each turn. If the target uses Baton Pass, the replacement will continue being leeched. If the target switches out or uses Rapid Spin, the effect ends. Grass-type Pokemon are immune to this move on use, but not its effect.",1/8 of target's HP is restored to user every turn.,leechseed,move: Leech Seed,Move,1,,False,False,,1,Grass,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'clearnegativeboost'},Move,"{'onResidualOrder': 10, 'onResidualSubOrder': 5}",leechseed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,True,Light Screen,30,{'snatch': 1},113,True,0,Status,0,,,allySide,Psychic,Beautiful,"For 5 turns, the user and its party members take 1/2 damage from special attacks, or 2/3 damage if there are multiple active Pokemon on the user's side. Critical hits ignore this effect. It is removed from the user's side if the user or an ally is successfully hit by Brick Break. Fails if the effect is already active on the user's side.","For 5 turns, special damage to allies is halved.",lightscreen,move: Light Screen,Move,1,,False,False,,1,Psychic,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spd': 1}},Move,"{'duration': 5, 'onSideResidualOrder': 2}",,,,,,,,,,,,,,,,lightscreen,,,,,,,,,,,,,,,,,,,,,,
106,True,Magic Coat,15,{},277,True,0,Status,4,,,self,Psychic,Beautiful,"The user is unaffected by certain non-damaging moves directed at it and will instead use such moves against the original user. If the move targets both opposing Pokemon and the Pokemon under this effect is on the left side, it will reflect the move targeting both opposing Pokemon and its ally will not be affected by the original move; otherwise, if the Pokemon under this effect is on the right side, its ally will be affected by the original move and this Pokemon will reflect the move only targeting the original user. The effect ends once a move is reflected or at the end of the turn. Moves reflected in this way can be reflected again by another Pokemon under this effect. If the user has the Soundproof Ability, it nullifies sound-based moves before this effect happens. The Lightning Rod Ability redirects Electric moves before this move takes effect.",Bounces back certain non-damaging moves.,magiccoat,move: Magic Coat,Move,3,,False,False,,1,Psychic,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spd': 2}},Move,"{'duration': 1, 'onTryHitPriority': 2}",magiccoat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,True,Metronome,10,"{'noassist': 1, 'failcopycat': 1, 'nosleeptalk': 1, 'failmimic': 1}",118,True,0,Status,0,,,self,Normal,Cute,"A random move is selected for use, other than Counter, Covet, Destiny Bond, Detect, Endure, Focus Punch, Follow Me, Helping Hand, Metronome, Mimic, Mirror Coat, Protect, Sketch, Sleep Talk, Snatch, Struggle, Thief, or Trick.",Picks a random move.,metronome,move: Metronome,Move,1,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,,Move,,,,,,,,,,,,,,,,,,"['Assist', 'Chatter', 'Copycat', 'Counter', 'Covet', 'Destiny Bond', 'Detect', 'Endure', 'Feint', 'Focus Punch', 'Follow Me', 'Helping Hand', 'Me First', 'Metronome', 'Mimic', 'Mirror Coat', 'Mirror Move', 'Protect', 'Sketch', 'Sleep Talk', 'Snatch', 'Struggle', 'Switcheroo', 'Thief', 'Trick']",,,,,,,,,,,,,,,,,,,,,
112,True,Minimize,20,{'snatch': 1},107,True,0,Status,0,,,self,Normal,Cute,"Raises the user's evasiveness by 1 stage. Whether or not the user's evasiveness was changed, Astonish, Extrasensory, Needle Arm, and Stomp will have their damage doubled if used against the user while it is active.",Raises the user's evasiveness by 1.,minimize,move: Minimize,Move,1,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'clearnegativeboost'},Move,{'noCopy': True},minimize,{'evasion': 1},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,True,Mist,30,{'snatch': 1},54,True,0,Status,0,,,allySide,Ice,Beautiful,"For 5 turns, the user and its party members are protected from having their stat stages lowered by other Pokemon. Fails if the effect is already active on the user's side.","For 5 turns, protects user's party from stat drops.",mist,move: Mist,Move,1,,False,False,,1,Ice,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'heal'},Move,"{'duration': 5, 'onSideResidualOrder': 3}",,,,,,,,,,,,,,,,mist,,,,,,,,,,,,,,,,,,,,,,
115,True,Moonlight,5,"{'snatch': 1, 'heal': 1}",236,True,0,Status,0,,,self,Normal,Beautiful,"The user restores 1/2 of its maximum HP if no weather conditions are in effect, 2/3 of its maximum HP if the weather is Sunny Day, and 1/4 of its maximum HP if the weather is Hail, Rain Dance, or Sandstorm, all rounded down.",Heals the user by a weather-dependent amount.,moonlight,move: Moonlight,Move,2,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'clearnegativeboost'},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,True,Morning Sun,5,"{'snatch': 1, 'heal': 1}",234,True,0,Status,0,,,self,Normal,Beautiful,"The user restores 1/2 of its maximum HP if no weather conditions are in effect, 2/3 of its maximum HP if the weather is Sunny Day, and 1/4 of its maximum HP if the weather is Hail, Rain Dance, or Sandstorm, all rounded down.",Heals the user by a weather-dependent amount.,morningsun,move: Morning Sun,Move,2,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'clearnegativeboost'},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,True,Mud Sport,15,{},300,True,0,Status,0,,,all,Ground,,"While the user is active, all Electric-type attacks used by any active Pokemon have their power halved. Fails if this effect is already active for the user. Baton Pass can be used to transfer this effect to an ally.",Weakens Electric-type attacks to 1/2 their power.,mudsport,move: Mud Sport,Move,3,,False,False,,1,Ground,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,,Move,"{'noCopy': True, 'onBasePowerPriority': 3}",mudsport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,True,Pay Day,20,"{'protect': 1, 'mirror': 1}",6,100,40,Physical,0,,,normal,Normal,Clever,No additional effect.,Scatters coins.,payday,move: Pay Day,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,True,Perish Song,5,"{'sound': 1, 'distance': 1}",195,True,0,Status,0,,,all,Normal,Beautiful,"Each active Pokemon receives a perish count of 4 if it doesn't already have a perish count. At the end of each turn including the turn used, the perish count of all active Pokemon lowers by 1 and Pokemon faint if the number reaches 0. The perish count is removed from Pokemon that switch out. If a Pokemon uses Baton Pass while it has a perish count, the replacement will gain the perish count and continue to count down.",All active Pokemon will faint in 3 turns.,perishsong,move: Perish Song,Move,2,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'clearnegativeboost'},Move,"{'duration': 4, 'onResidualOrder': 12}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,True,Poison Gas,40,"{'protect': 1, 'reflectable': 1, 'mirror': 1}",139,55,0,Status,0,,,normal,Poison,Clever,Poisons the target.,Poisons the foe(s).,poisongas,move: Poison Gas,Move,1,,False,False,,1,Poison,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'def': 1}},Move,,,,,psn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,True,Protect,10,"{'noassist': 1, 'failcopycat': 1}",182,True,0,Status,3,,,self,Normal,Cute,"The user is protected from most attacks made by other Pokemon during this turn. This move has an X/65536 chance of being successful, where X starts at 65535 and halves, rounded down, each time this move is successfully used. After the fourth successful use in a row, X drops to 118 and continues with seemingly random values from 0-65535 on subsequent successful uses. X resets to 65535 if this move fails or if the user's last move used is not Detect, Endure, or Protect. Fails if the user moves last this turn.",Prevents moves from affecting the user this turn.,protect,move: Protect,Move,2,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'clearnegativeboost'},Move,"{'duration': 1, 'onTryHitPriority': 3}",protect,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
124,True,Psych Up,10,"{'snatch': 1, 'bypasssub': 1}",244,True,0,Status,0,,,normal,Normal,Clever,The user copies all of the target's current stat stage changes.,Copies the target's current stat stages.,psychup,move: Psych Up,Move,2,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'heal'},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,True,Pursuit,20,"{'contact': 1, 'protect': 1, 'mirror': 1}",228,100,40,Special,0,,,normal,Dark,Clever,"If the target is an opposing Pokemon and it switches out this turn, this move hits that Pokemon before it leaves the field. Power doubles and no accuracy check is done if the user hits an opponent switching out, and the user's turn is over; if an opponent faints from this, the replacement Pokemon becomes active immediately.",Power doubles if the targeted foe is switching out.,pursuit,move: Pursuit,Move,2,,False,False,,1,Dark,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,{'duration': 1},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,True,Rapid Spin,40,"{'contact': 1, 'protect': 1, 'mirror': 1}",229,100,20,Physical,0,,,normal,Normal,Cool,"If this move is successful, the effects of Leech Seed and binding moves end for the user, and Spikes are removed from the user's side of the field.","Frees user from hazards, binding, Leech Seed.",rapidspin,move: Rapid Spin,Move,2,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,True,Recycle,10,{},278,True,0,Status,0,,,self,Normal,Clever,"The user regains the item last used by a Pokemon in its current position on the field, even if that Pokemon was not the user. Fails if the user is holding an item, if no items have been used at the user's position, or if the item was lost to Covet, Knock Off, or Thief. Items thrown with Fling can be regained.",Restores the item the user last used.,recycle,move: Recycle,Move,3,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spe': 2}},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,True,Reflect,20,{'snatch': 1},115,True,0,Status,0,,,allySide,Psychic,Clever,"For 5 turns, the user and its party members take 1/2 damage from physical attacks, or 2/3 damage if there are multiple active Pokemon on the user's side. Critical hits ignore this effect. It is removed from the user's side if the user or an ally is successfully hit by Brick Break. Fails if the effect is already active on the user's side.","For 5 turns, physical damage to allies is halved.",reflect,move: Reflect,Move,1,,False,False,,1,Psychic,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'def': 1}},Move,"{'duration': 5, 'onSideResidualOrder': 1}",,,,,,,,,,,,,,,,reflect,,,,,,,,,,,,,,,,,,,,,,
129,True,Reversal,15,"{'contact': 1, 'protect': 1, 'mirror': 1}",179,100,0,Physical,0,,,normal,Fighting,Cool,"The power of this move is 20 if X is 33 to 48, 40 if X is 17 to 32, 80 if X is 10 to 16, 100 if X is 5 to 9, 150 if X is 2 to 4, and 200 if X is 0 or 1, where X is equal to (user's current HP * 48 / user's maximum HP), rounded down.",More power the less HP the user has left.,reversal,move: Reversal,Move,2,,False,False,,1,Fighting,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 100},{'basePower': 160},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,True,Roar,20,"{'protect': 1, 'mirror': 1, 'sound': 1, 'bypasssub': 1}",46,100,0,Status,-6,,,normal,Normal,Cool,"The target is forced to switch out and be replaced with a random unfainted ally. Fails if the target is the last unfainted Pokemon in its party, if the target used Ingrain previously or has the Suction Cups Ability, or if the user's level is lower than the target's and X * (user's level + target's level) / 256 + 1 is less than or equal to (target's level / 4), rounded down, where X is a random number from 0 to 255.",Forces the target to switch to a random ally.,roar,move: Roar,Move,1,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'def': 1}},Move,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
131,True,Rock Blast,10,"{'protect': 1, 'mirror': 1}",350,80,25,Physical,0,,,normal,Rock,Tough,"Hits two to five times. Has a 3/8 chance to hit two or three times, and a 1/8 chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits.",Hits 2-5 times in one turn.,rockblast,move: Rock Blast,Move,3,,False,False,,1,Rock,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 140},Move,,,,,,,,,,,,,"[2, 5]",,,,,,,,,,,,,,,,,,,,,,,,,,
132,True,Role Play,10,"{'bypasssub': 1, 'allyanim': 1}",272,True,0,Status,0,,,normal,Psychic,Cute,The user's Ability changes to match the target's Ability. Fails if the target's Ability is Wonder Guard.,User replaces its Ability with the target's.,roleplay,move: Role Play,Move,3,,False,False,,1,Psychic,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spe': 1}},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,True,Safeguard,25,{'snatch': 1},219,True,0,Status,0,,,allySide,Normal,Beautiful,"For 5 turns, the user and its party members cannot have non-volatile status conditions or confusion inflicted on them by other Pokemon. Pokemon on the user's side cannot become affected by Yawn but can fall asleep from its effect. Fails if the effect is already active on the user's side.","For 5 turns, protects user's party from status.",safeguard,move: Safeguard,Move,2,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spe': 1}},Move,"{'duration': 5, 'onSideResidualOrder': 4}",,,,,,,,,,,,,,,,safeguard,,,,,,,,,,,,,,,,,,,,,,
134,True,Sand Tomb,15,"{'protect': 1, 'mirror': 1}",328,70,15,Physical,0,,,normal,Ground,Clever,"Prevents the target from switching for two to five turns. Causes damage to the target equal to 1/16 of its maximum HP, rounded down, at the end of each turn during effect. The target can still switch out if it uses Baton Pass. The effect ends if either the user or the target leaves the field, or if the target uses Rapid Spin or Substitute successfully. This effect is not stackable or reset by using this or another binding move.",Traps and damages the target for 2-5 turns.,sandtomb,move: Sand Tomb,Move,3,,False,False,,1,Ground,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,,partiallytrapped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,True,Scary Face,10,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'allyanim': 1}",184,90,0,Status,0,,,normal,Normal,Tough,Lowers the target's Speed by 2 stages.,Lowers the target's Speed by 2.,scaryface,move: Scary Face,Move,2,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spe': 1}},Move,,,{'spe': -2},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,True,Secret Power,20,"{'protect': 1, 'mirror': 1}",290,100,70,Physical,0,,"{'chance': 30, 'status': 'par'}",normal,Normal,Clever,Has a 30% chance to cause a secondary effect on the target based on the battle terrain. Causes paralysis on the regular Wi-Fi terrain.,Effect varies with terrain. (30% paralysis chance),secretpower,move: Secret Power,Move,3,,False,False,,1,Normal,"[{'chance': 30, 'status': 'par'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 120},{'basePower': 140},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,True,Skill Swap,10,"{'protect': 1, 'mirror': 1, 'bypasssub': 1, 'allyanim': 1}",285,True,0,Status,0,,,normal,Psychic,Clever,The user swaps its Ability with the target's Ability. Fails if either the user or the target's Ability is Wonder Guard.,The user and the target trade Abilities.,skillswap,move: Skill Swap,Move,3,,False,False,,1,Psychic,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spe': 1}},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,True,Snatch,10,"{'bypasssub': 1, 'noassist': 1, 'failcopycat': 1}",289,True,0,Status,4,,,self,Dark,Clever,"If another Pokemon uses certain non-damaging moves this turn, the user steals that move to use itself. If multiple Pokemon use this move this turn, the applicable moves are stolen by each of those Pokemon in turn order, and only the last user in turn order will gain the effects.",User steals certain support moves to use itself.,snatch,move: Snatch,Move,3,,False,False,,1,Dark,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spe': 2}},Move,"{'duration': 1, 'onAnyPrepareHitPriority': -1}",snatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,True,Spikes,20,{'mustpressure': 1},191,True,0,Status,0,,,foeSide,Ground,Clever,"Sets up a hazard on the opposing side of the field, damaging each opposing Pokemon that switches in, unless it is a Flying-type Pokemon or has the Levitate Ability. Can be used up to three times before failing. Opponents lose 1/8 of their maximum HP with one layer, 1/6 of their maximum HP with two layers, and 1/4 of their maximum HP with three layers, all rounded down. Can be removed from the opposing side if any opposing Pokemon uses Rapid Spin successfully.",Hurts grounded foes on switch-in. Max 3 layers.,spikes,move: Spikes,Move,2,,False,False,,1,Ground,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'def': 1}},Move,{},,,,,,,,,,,,,,,,spikes,,,,,,,,,,,,,,,,,,,,,,
141,True,Substitute,10,"{'snatch': 1, 'nonsky': 1}",164,True,0,Status,0,,,self,Normal,Cute,"The user takes 1/4 of its maximum HP, rounded down, and puts it into a substitute to take its place in battle. The substitute is removed once enough damage is inflicted on it, or if the user switches out or faints. Baton Pass can be used to transfer the substitute to an ally, and the substitute will keep its remaining HP. Until the substitute is broken, it receives damage from all attacks made by other Pokemon and shields the user from status effects and stat stage changes caused by other Pokemon. The user still takes normal damage from weather and status effects while behind its substitute. If the substitute breaks during a multi-hit attack, the user will take damage from any remaining hits. If a substitute is created while the user is trapped by a binding move, the binding effect ends immediately. Fails if the user does not have enough HP remaining to create a substitute without fainting, or if it already has a substitute.",User takes 1/4 its max HP to put in a substitute.,substitute,move: Substitute,Move,1,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'clearnegativeboost'},Move,{'onTryPrimaryHitPriority': -1},substitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,True,Synthesis,5,"{'snatch': 1, 'heal': 1}",235,True,0,Status,0,,,self,Grass,Clever,"The user restores 1/2 of its maximum HP if no weather conditions are in effect, 2/3 of its maximum HP if the weather is Sunny Day, and 1/4 of its maximum HP if the weather is Hail, Rain Dance, or Sandstorm, all rounded down.",Heals the user by a weather-dependent amount.,synthesis,move: Synthesis,Move,2,,False,False,,1,Grass,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'clearnegativeboost'},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,True,Tackle,35,"{'contact': 1, 'protect': 1, 'mirror': 1}",33,95,35,Physical,0,,,normal,Normal,Tough,No additional effect.,No additional effect.,tackle,move: Tackle,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,True,Tail Glow,20,{'snatch': 1},294,True,0,Status,0,,,self,Bug,Beautiful,Raises the user's Special Attack by 2 stages.,Raises the user's Sp. Atk by 2.,tailglow,move: Tail Glow,Move,3,,False,False,,1,Bug,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'clearnegativeboost'},Move,,,{'spa': 2},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,True,Thrash,20,"{'contact': 1, 'protect': 1, 'mirror': 1, 'failinstruct': 1}",37,100,90,Physical,0,,,randomNormal,Normal,Tough,"The user spends two or three turns locked into this move and becomes confused at the end of the last turn of the effect if it is not already. This move targets an opposing Pokemon at random on each turn. If the user is prevented from moving, falls asleep, becomes frozen, or the attack is not successful against the target, the effect ends without causing confusion. If this move is called by Sleep Talk, the move is used for one turn and does not confuse the user.",Lasts 2-3 turns. Confuses the user afterwards.,thrash,move: Thrash,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 175},Move,,,,,,,,{'volatileStatus': 'lockedmove'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,True,Torment,15,"{'protect': 1, 'mirror': 1, 'bypasssub': 1}",259,100,0,Status,0,,,normal,Dark,Tough,Prevents the target from selecting the same move for use two turns in a row. This effect ends when the target is no longer active.,Target can't select the same move twice in a row.,torment,move: Torment,Move,3,,False,False,,1,Dark,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'def': 1}},Move,{'noCopy': True},torment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,True,Toxic,10,"{'protect': 1, 'reflectable': 1, 'mirror': 1}",92,85,0,Status,0,,,normal,Poison,Clever,Badly poisons the target.,Badly poisons the target.,toxic,move: Toxic,Move,1,,False,False,,1,Poison,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'def': 1}},Move,"{'noCopy': True, 'duration': 1, 'onSourceInvulnerabilityPriority': 1}",,,,tox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,True,Transform,10,"{'bypasssub': 1, 'failencore': 1}",144,True,0,Status,0,,,normal,Normal,Clever,"The user transforms into the target. The target's current stats, stat stages, types, moves, Ability, weight, IVs, species, and sprite are copied. The user's level and HP remain the same and each copied move receives only 5 PP. This move fails if the target has transformed.","Copies target's stats, moves, types, and Ability.",transform,move: Transform,Move,1,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'heal'},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,True,Trick,10,"{'protect': 1, 'mirror': 1, 'allyanim': 1, 'noassist': 1, 'failcopycat': 1}",271,100,0,Status,0,,,normal,Psychic,Clever,"The user swaps its held item with the target's held item. Fails if either the user or the target is holding a Mail, if neither is holding an item, if either is under the effect of Knock Off, or if the target has the Sticky Hold Ability.",User switches its held item with the target's.,trick,move: Trick,Move,3,,False,False,,1,Psychic,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spe': 2}},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,True,Water Sport,15,{},346,True,0,Status,0,,,all,Water,,"While the user is active, all Fire-type attacks used by any active Pokemon have their power halved. Fails if this effect is already active for the user. Baton Pass can be used to transfer this effect to an ally.",Weakens Fire-type attacks to 1/2 their power.,watersport,move: Water Sport,Move,3,,False,False,,1,Water,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,,Move,"{'noCopy': True, 'onBasePowerPriority': 3}",watersport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
